720259,63844,20130405,39.5,9,38.2,9,9999.9,0,942.3,9,7.1,9,0,9,2.9,999.9,   40.1*,  39.2*, 0.00G,999.9,0,35217,-83417,35.217,-83.417,NC
720261,53976,20130405,42.4,9,37,9,9999.9,0,992.1,9,6.6,9,3.5,9,7,999.9,   46.4*,  35.6*, 0.00G,999.9,0,33183,-97833,33.183,-97.833,TX
720262,94076,20130405,46.2,9,23.4,9,9999.9,0,775.5,9,10,9,3.5,9,12,999.9,   59.0*,  33.8*, 0.00I,999.9,0,40050,-106367,40.05,-106.367,CO
720265,63833,20130405,48.3,9,45.1,9,9999.9,0,989.5,9,8,9,3.2,9,5.1,999.9,   49.6*,  47.3*, 0.00G,999.9,10000,32917,-85967,32.917,-85.967,AL
720266,54809,20130405,40.8,9,22.8,9,9999.9,0,984.5,9,10,9,1,9,7,999.9,   50.0*,  35.6*, 0.00I,999.9,0,41267,-85833,41.267,-85.833,IN
720267,23224,20130405,55,8,54.7,8,9999.9,0,963.9,8,9.6,8,2.3,8,7,999.9,   57.2*,  51.8*, 0.00I,999.9,0,38955,-121082,38.955,-121.082,CA
720268,53882,20130405,54.8,9,53.4,9,9999.9,0,1007.7,9,6.9,9,6.6,9,9.9,999.9,   57.2*,  51.8*,99.99,999.9,10000,30967,-84633,30.967,-84.633,GA
720269,12982,20130405,67.1,9,48.6,9,9999.9,0,1016.2,9,10,9,3.2,9,6,999.9,   80.6*,  54.9*, 0.00I,999.9,0,27200,-98117,27.2,-98.117,TX
720271,3044,20130405,60.5,9,32.7,9,9999.9,0,929.9,9,10,9,5,9,9.9,999.9,   73.9*,  47.8*, 0.00I,999.9,0,32217,-101517,32.217,-101.517,TX
720272,94282,20130405,55,9,54.8,9,9999.9,0,998.6,9,8.7,9,10.7,9,18.1,33,   57.2*,  53.6*, 0.00I,999.9,0,48467,-122417,48.467,-122.417,WA
720273,12981,20130405,53.2,9,44.3,9,9999.9,0,1019.9,9,10,9,8.5,9,12,17.1,   55.8*,  48.7*, 0.00G,999.9,0,28967,-95867,28.967,-95.867,TX
720274,93799,20130405,44.2,9,43.7,9,9999.9,0,1007.7,9,5.9,9,4.4,9,8.9,999.9,   46.6*,  41.5*,99.99,999.9,10000,34267,-78717,34.267,-78.717,NC
720275,4872,20130405,41.1,9,18.9,9,9999.9,0,990.3,9,10,9,1,9,2.9,999.9,   51.4*,  33.1*, 0.00I,999.9,0,41733,-83650,41.733,-83.65,MI
720276,12983,20130405,67.2,9,45.7,9,9999.9,0,1017.6,9,7.7,9,4.9,9,13,17.1,   81.3*,  55.0*, 0.00I,999.9,0,26442,-98122,26.442,-98.122,TX
720277,63843,20130405,37.3,9,36,9,9999.9,0,985.1,9,7.2,9,5.5,9,9.9,14,   39.2*,  35.8*, 0.03A,999.9,10000,35256,-81601,35.256,-81.601,NC
720278,3704,20130405,38.4,9,38.4,9,9999.9,0,1011.3,9,3.3,9,8.2,9,11.1,18.1,   41.0*,  37.4*,99.99,999.9,11000,36687,-77483,36.687,-77.483,VA
720279,3705,20130405,43.7,9,43.6,9,9999.9,0,1006.7,9,6.1,9,4.6,9,8.9,999.9,   45.1*,  42.3*, 0.03A,999.9,10000,34600,-78583,34.6,-78.583,NC
720281,53969,20130405,42,9,36.3,9,9999.9,0,976.7,9,9.1,9,4.4,9,8,999.9,   48.7*,  35.6*, 0.00I,999.9,0,34233,-99283,34.233,-99.283,TX
720282,3736,20130405,47,9,45.5,9,9999.9,0,1012.4,9,3.3,9,7.2,9,9.9,15.9,   56.1*,  42.4*, 0.41A,999.9,10000,36018,-75671,36.018,-75.671,NC
720283,4927,20130405,36.8,9,28.2,9,9999.9,0,973.2,9,10,9,5.5,9,7,999.9,   43.5*,  31.5*, 0.00I,999.9,0,43677,-92180,43.677,-92.18,MN
720284,4877,20130405,42.4,9,19.6,9,9999.9,0,981.7,9,10,9,2.9,9,6,999.9,   46.9*,  36.0*, 0.00I,999.9,0,42567,-84817,42.567,-84.817,MI
720285,3734,20130405,39.6,9,38.1,9,9999.9,0,1017.6,9,6.7,9,4.5,9,8,999.9,   41.0*,  38.7*, 0.00I,999.9,0,37517,-76767,37.517,-76.767,VA
720286,53977,20130405,44.9,9,39.1,9,9999.9,0,994.7,9,10,9,4.7,9,8,999.9,   49.3*,  38.8*, 0.00G,999.9,0,32450,-97817,32.45,-97.817,TX
720287,53967,20130405,43.9,9,39.3,9,9999.9,0,994.5,9,10,9,3.5,9,6,999.9,   50.0*,  38.5*, 0.00G,999.9,0,33714,-96674,33.714,-96.674,TX
720288,3711,20130405,38.9,9,37.5,9,9999.9,0,995.7,9,4.7,9,8,9,13,19,   40.3*,  38.3*, 0.54A,999.9,10000,36367,-78533,36.367,-78.533,NC
720291,53970,20130405,47.7,9,39.8,9,9999.9,0,1005.7,9,10,9,4.8,9,11.1,999.9,   50.2*,  42.3*, 0.00G,999.9,0,32750,-96533,32.75,-96.533,TX
720293,4989,20130405,37.4,8,32.5,8,9999.9,0,983.4,8,10,8,7.1,8,8.9,999.9,   44.6*,  32.0*, 0.00I,999.9,0,42450,-91950,42.45,-91.95,IA
720294,53898,20130405,39.4,9,38.8,9,9999.9,0,991.8,9,5.7,9,4.9,9,8.9,14,   41.0*,  37.4*, 0.00I,999.9,0,33783,-82817,33.783,-82.817,GA
720295,53972,20130405,44.2,9,38,9,9999.9,0,997.2,9,9.7,9,5.2,9,11.1,999.9,   48.2*,  37.4*, 0.00G,999.9,0,32083,-97100,32.083,-97.1,TX
720296,53945,20130405,50,9,43.5,9,9999.9,0,1013.4,9,10,9,6.9,9,9.9,17.1,   50.2*,  49.6*, 0.00I,999.9,0,30886,-94035,30.886,-94.035,TX
