STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,LAT,LNG,LATFORMAT,LNGFORMAT,STATE
723122,63889,20130404,46.4,24,31.6,24,9999.9,0,986.7,24,7.7,24,9.9,24,17.1,24.1,   55.4*,  37.4*,99.99,999.9,10000,34750,-82367,34.75,-82.367,SC
723122,63889,20130405,38.5,8,36.7,8,9999.9,0,980.7,8,9.6,8,7.6,8,13,19,   39.2*,  37.4*, 0.00I,999.9,0,34750,-82367,34.75,-82.367,SC
723123,14886,20130402,18.7,24,5.3,24,9999.9,0,980.3,24,10,24,5.6,24,13,22,   32.0*,  -0.4*, 0.00I,999.9,0,46150,-89217,46.15,-89.217,WI
723123,14886,20130403,19,24,1.2,24,9999.9,0,986.3,24,10,24,3,24,11.1,19,   41.0*,  -4.0*, 0.00I,999.9,0,46150,-89217,46.15,-89.217,WI
723123,14886,20130404,36.9,24,18.9,24,9999.9,0,976.7,24,10,24,8.7,24,14,22.9,   42.8*,  32.0*,99.99,999.9,1000,46150,-89217,46.15,-89.217,WI
723123,14886,20130405,31.4,9,19,9,9999.9,0,978.9,9,10,9,4.6,9,13,21,   35.6*,  26.6*, 0.00I,999.9,0,46150,-89217,46.15,-89.217,WI
723124,53874,20130402,58.5,23,35.4,23,1017.7,23,995.1,23,10,23,4.4,23,11.1,15.9,71.1,41, 0.23G,999.9,0,34249,-82167,34.249,-82.167,SC
723124,53874,20130403,56.8,24,27.1,24,1021.6,23,998.8,24,9.9,24,4.9,24,9.9,19,64,46, 0.00G,999.9,0,34249,-82167,34.249,-82.167,SC
723124,53874,20130404,45.6,24,37.9,24,1021.7,17,998.2,24,7.1,24,6.4,24,14,21,   55.9*,  39.0*, 0.08G,999.9,10000,34249,-82167,34.249,-82.167,SC
723124,53874,20130405,38.4,8,36.5,8,1015.9,6,992.8,8,9.1,8,5.8,8,11.1,18.1,   39.2*,  37.4*, 0.64G,999.9,0,34249,-82167,34.249,-82.167,SC
723139,93729,20130402,52.4,24,36.8,24,1017.1,24,1016.8,24,9.2,24,8.5,24,13,22.9,57.9,48, 0.00I,999.9,0,35233,-75622,35.233,-75.622,NC
723139,93729,20130403,48.7,24,34,24,1022.6,24,1022.3,24,10,24,6.2,24,9.9,22,53.1,43, 0.00G,999.9,0,35233,-75622,35.233,-75.622,NC
723139,93729,20130404,49.9,24,36.4,24,1025.2,24,1024.9,24,9.8,24,7.9,24,13,22,57.9,43, 0.00G,999.9,10000,35233,-75622,35.233,-75.622,NC
723139,93729,20130405,57.8,8,55.3,8,1011.8,4,1010.3,8,3,8,16.6,8,22,29.9,   63.0*,  54.0*, 0.79G,999.9,10000,35233,-75622,35.233,-75.622,NC
723140,13881,20130402,55.2,24,31.6,24,1017.3,24,989.8,24,10,24,5,24,8,14,73.9,44.1, 0.05G,999.9,0,35224,-80955,35.224,-80.955,NC
723140,13881,20130403,53.4,24,19.7,24,1022,24,994.3,24,10,24,7,24,14,21,66.9,44.1, 0.00G,999.9,0,35224,-80955,35.224,-80.955,NC
723140,13881,20130404,46.5,24,26.7,24,1022.8,24,995.1,24,7.8,24,9.1,24,14,22,61,37, 0.00G,999.9,10000,35224,-80955,35.224,-80.955,NC
723140,13881,20130405,37.4,8,35.8,8,1015.4,6,987.3,8,8,8,7.3,8,9.9,999.9,   37.9*,  37.0*, 1.11G,999.9,10000,35224,-80955,35.224,-80.955,NC
723143,3720,20130402,53.5,24,29.7,24,9999.9,0,1000.6,24,10,24,3.1,24,11.1,19,64.4,35.6, 0.00G,999.9,0,35233,-79383,35.233,-79.383,NC
723143,3720,20130403,51.4,24,22.9,24,9999.9,0,1005.2,24,10,24,4,24,12,18.1,62.6,42.8, 0.00I,999.9,0,35233,-79383,35.233,-79.383,NC
723143,3720,20130404,44.4,24,29.4,24,9999.9,0,1006.8,24,9.5,24,5.9,24,17.1,24.1,53.6,41, 0.00I,999.9,0,35233,-79383,35.233,-79.383,NC
723143,3720,20130405,39.6,9,35.8,9,9999.9,0,996.7,9,7.2,9,5.4,9,11.1,17.1,   41.0*,  39.2*, 0.00I,999.9,0,35233,-79383,35.233,-79.383,NC
723144,53890,20130402,54.5,24,26.7,24,9999.9,0,978.6,24,10,24,6.7,24,14,21,64.9,43.5, 0.00G,999.9,0,35433,-81933,35.433,-81.933,NC
723144,53890,20130403,52.2,24,18.5,24,9999.9,0,982.8,24,10,24,5.1,24,8,999.9,59.9,42.8, 0.00I,999.9,0,35433,-81933,35.433,-81.933,NC
723144,53890,20130404,44.1,24,27,24,9999.9,0,984.1,24,8.3,24,5.7,24,17.1,21,55,35.2, 0.69B,999.9,10000,35433,-81933,35.433,-81.933,NC
723144,53890,20130405,37.2,9,36,9,9999.9,0,977,9,8.6,9,3.5,9,8.9,999.9,   38.5*,  36.1*,99.99,999.9,10000,35433,-81933,35.433,-81.933,NC
723146,53892,20130402,39.2,24,17.7,24,9999.9,0,905.2,24,10,24,7.4,24,17.1,26,48.2,30.9, 0.00G,999.9,0,36433,-81417,36.433,-81.417,NC
723146,53892,20130403,38.9,24,7.3,24,9999.9,0,909.3,24,10,24,6.9,24,15,20,51.3,29.7, 0.00I,999.9,0,36433,-81417,36.433,-81.417,NC
723146,53892,20130404,34.6,24,15.6,24,9999.9,0,910.3,24,7.5,24,1.5,24,5.1,999.9,43.9,29.8, 0.41B,999.9,11000,36433,-81417,36.433,-81.417,NC
723146,53892,20130405,32.4,9,31.4,9,9999.9,0,902.7,9,2.1,9,0,9,2.9,999.9,   33.8*,  32.0*, 0.02A,999.9,111000,36433,-81417,36.433,-81.417,NC
723147,53870,20130402,55.7,24,31.4,24,1017.4,24,988.6,24,10,24,3.9,24,8,999.9,66,42.1, 0.00I,999.9,0,35200,-81150,35.2,-81.15,NC
723147,53870,20130403,53.7,24,20.5,24,1022.1,24,993.1,24,10,24,7.1,24,13,15,61,45, 0.00G,999.9,10000,35200,-81150,35.2,-81.15,NC
723147,53870,20130404,45,24,30.1,24,1024.1,17,993.4,24,7.6,24,8.2,24,15.9,22.9,55,36, 0.00G,999.9,10000,35200,-81150,35.2,-81.15,NC
723147,53870,20130405,37.4,9,36,9,1015.8,6,986.3,9,6.9,9,7.8,9,13,19,   39.2*,  37.0*, 1.11G,999.9,10000,35200,-81150,35.2,-81.15,NC
723148,63859,20130402,52.5,24,24,24,9999.9,0,973,24,9.7,22,6,24,13,21,61.7,36, 0.01G,999.9,10000,35817,-81617,35.817,-81.617,NC
723148,63859,20130403,50.3,24,14.2,24,9999.9,0,977.5,24,10,24,4.5,24,9.9,999.9,60.6,35.8, 0.00G,999.9,0,35817,-81617,35.817,-81.617,NC
723148,63859,20130404,41.1,24,27.4,24,9999.9,0,979,24,7.7,24,3.7,24,9.9,15,   50.9*,  34.7*, 0.84B,999.9,11000,35817,-81617,35.817,-81.617,NC
723148,63859,20130405,37,9,36.9,9,9999.9,0,971.3,9,2.7,9,1.7,9,5.1,999.9,   37.9*,  36.1*, 0.10A,999.9,10000,35817,-81617,35.817,-81.617,NC
723150,3812,20130402,47.7,24,25.8,24,1017.4,24,940.7,24,10,24,7.7,24,19,24.1,64,37, 0.00G,999.9,0,35432,-82538,35.432,-82.538,NC
723150,3812,20130403,47.8,24,16.6,24,1021.3,24,944.1,24,10,24,7.8,24,15.9,18.1,59,37, 0.00G,999.9,0,35432,-82538,35.432,-82.538,NC
723150,3812,20130404,41.3,24,28.2,24,1021.6,24,944.4,24,8.2,24,2.8,24,8,999.9,59,34, 0.09G,999.9,110000,35432,-82538,35.432,-82.538,NC
723150,3812,20130405,37.3,8,36.4,8,9999.9,0,937.5,8,9.4,8,1.4,8,5.1,999.9,   37.9*,  37.0*, 0.62G,999.9,0,35432,-82538,35.432,-82.538,NC
723156,63812,20130402,50.8,24,30.6,24,9999.9,0,989.4,24,10,24,3.7,24,11.1,15.9,60.8,32.7, 0.08G,999.9,0,35650,-80517,35.65,-80.517,NC
723156,63812,20130403,49.3,24,20.8,24,9999.9,0,994.1,24,10,24,5,24,12,18.1,57.7,37.2, 0.00G,999.9,0,35650,-80517,35.65,-80.517,NC
723156,63812,20130404,42.8,24,27.4,24,9999.9,0,995.4,24,8.5,24,6.4,24,14,18.1,   52.7*,  35.2*, 0.13B,999.9,10000,35650,-80517,35.65,-80.517,NC
723156,63812,20130405,35.5,9,34.5,9,9999.9,0,987.1,9,6.2,9,6.8,9,12,999.9,   36.1*,  35.2*, 0.06A,999.9,10000,35650,-80517,35.65,-80.517,NC
723165,63821,20130402,47.5,24,25.6,24,9999.9,0,972.4,24,10,24,5.2,24,11.1,15.9,   57.2*,  37.4*, 0.00I,999.9,0,36217,-81100,36.217,-81.1,NC
723165,63821,20130403,44.8,24,18.4,24,9999.9,0,976.9,24,10,24,3.1,24,7,999.9,   55.4*,  30.2*, 0.00I,999.9,0,36217,-81100,36.217,-81.1,NC
723165,63821,20130404,39.3,24,22.5,24,9999.9,0,978.6,24,8.3,24,4.3,24,13,15.9,   51.8*,  32.0*,99.99,999.9,11000,36217,-81100,36.217,-81.1,NC
723165,63821,20130405,33.8,9,33.8,9,9999.9,0,970.4,9,2,9,0.6,9,2.9,999.9,   35.6*,9999.9,99.99,999.9,10000,36217,-81100,36.217,-81.1,NC
723170,13723,20130402,49.6,24,25.5,24,1017.2,24,985.2,24,10,24,6.5,24,15.9,20,71.1,37, 0.00G,999.9,0,36097,-79943,36.097,-79.943,NC
723170,13723,20130403,48.5,24,14.5,24,1022.3,24,990.1,24,10,24,4.9,24,9.9,17.1,59,36, 0.00G,999.9,0,36097,-79943,36.097,-79.943,NC
723170,13723,20130404,42.5,24,21.8,24,1024.5,23,991.8,24,8.7,24,9.2,24,14,20,57.9,35.1, 0.00G,999.9,11000,36097,-79943,36.097,-79.943,NC
723170,13723,20130405,35.5,8,33.9,8,1014.7,7,982.3,8,4.9,8,7.4,8,12,20,   36.0*,  35.1*, 0.93G,999.9,10000,36097,-79943,36.097,-79.943,NC
723171,53144,20130402,56.7,24,32.6,24,1016.6,24,936,24,10,24,5.3,24,28,35,75.9,37, 0.00G,999.9,0,34983,-117867,34.983,-117.867,CA
723171,53144,20130403,59.4,24,32.5,24,1017.3,24,936.8,24,10,24,3.4,24,15,999.9,   81.0*,  39.9*, 0.00G,999.9,0,34983,-117867,34.983,-117.867,CA
723171,53144,20130404,68.7,24,32.5,24,1015.4,24,935.6,24,10,24,8.7,24,18.1,24.1,81,53.1, 0.00G,999.9,0,34983,-117867,34.983,-117.867,CA
723171,53144,20130405,63.7,7,42.6,7,1014.8,7,935.1,7,10,7,14.1,7,15.9,21,   72.0*,  60.1*, 0.00I,999.9,0,34983,-117867,34.983,-117.867,CA
723174,93783,20130402,49.6,24,28.1,24,1017.7,24,995.4,24,9.7,24,4.7,24,13,22,61,34, 0.05G,999.9,0,36050,-79467,36.05,-79.467,NC
723174,93783,20130403,48.8,24,18.7,24,1022.8,24,1000.3,24,10,24,3.8,24,8.9,14,59,37, 0.00G,999.9,0,36050,-79467,36.05,-79.467,NC
723174,93783,20130404,43.2,24,25.9,24,1025.2,21,1001.8,24,8.8,24,6.9,24,13,19,54,37, 0.00G,999.9,10000,36050,-79467,36.05,-79.467,NC
723174,93783,20130405,37.4,8,35.8,8,1014.1,7,991.9,8,6,8,7.9,8,14,999.9,   37.9*,  37.0*, 0.71G,999.9,10000,36050,-79467,36.05,-79.467,NC
723177,63807,20130402,47.8,24,22.5,24,9999.9,0,972.5,24,10,24,4.8,24,14,18.1,59.5,31.1, 0.00G,999.9,0,36467,-80550,36.467,-80.55,NC
723177,63807,20130403,47.7,24,8.3,24,9999.9,0,977.2,24,10,24,4.1,24,8.9,15.9,61.7,30.2, 0.00I,999.9,0,36467,-80550,36.467,-80.55,NC
723177,63807,20130404,41.4,24,14.1,24,9999.9,0,978.9,24,8.5,24,5,24,14,20,   50.9*,  34.3*, 0.79A,999.9,11000,36467,-80550,36.467,-80.55,NC
723177,63807,20130405,36.5,9,33.8,9,9999.9,0,970.2,9,3.1,9,0.5,9,4.1,999.9,   37.8*,  35.6*, 0.39A,999.9,11000,36467,-80550,36.467,-80.55,NC
723193,93807,20130402,48.5,24,24.8,24,1018,24,983,24,10,24,2.9,24,8,19,61,33.1, 0.02G,999.9,0,36133,-80217,36.133,-80.217,NC
723193,93807,20130403,48.2,24,13.9,24,1023.1,24,987.7,24,10,24,4.3,24,8,999.9,59,37, 0.00G,999.9,0,36133,-80217,36.133,-80.217,NC
723193,93807,20130404,41.6,24,20.7,24,1025.1,21,989,24,8.6,23,7.1,24,15,21,   52.0*,  33.8*, 0.00G,999.9,11000,36133,-80217,36.133,-80.217,NC
723193,93807,20130405,35.4,8,33.9,8,1015.7,7,980,8,999.9,0,7.1,8,8.9,999.9,   37.0*,  35.1*, 0.09A,999.9,10000,36133,-80217,36.133,-80.217,NC
723194,53872,20130402,55.3,24,33.9,24,1018.4,24,993.1,24,10,24,3.9,24,8.9,999.9,66,43, 0.00G,999.9,0,35019,-80620,35.019,-80.62,NC
723194,53872,20130403,53.7,24,23.2,24,1023,24,997.4,24,10,24,7.9,24,14,17.1,61,46, 0.00G,999.9,10000,35019,-80620,35.019,-80.62,NC
723194,53872,20130404,45.3,24,30.9,24,1024,20,997.6,24,7.7,24,9.1,24,15.9,28,55.9,39, 0.00G,999.9,10000,35019,-80620,35.019,-80.62,NC
723194,53872,20130405,38.6,8,36.8,8,1016,8,989.8,8,8.9,8,8.1,8,13,999.9,   39.0*,  37.9*, 0.28G,999.9,10000,35019,-80620,35.019,-80.62,NC
723200,93801,20130402,54.1,24,32.4,24,1019.5,24,996.6,24,10,24,5.3,24,8.9,999.9,72,43, 0.00G,999.9,0,34350,-85167,34.35,-85.167,GA
723200,93801,20130403,52,24,28.4,24,1021,24,997.9,24,10,24,6,24,12,999.9,62.1,43, 0.00G,999.9,10000,34350,-85167,34.35,-85.167,GA
723200,93801,20130404,45,24,42.4,24,1018.7,20,995.5,24,6.8,24,4.5,24,9.9,14,59,42.1, 0.51G,999.9,10000,34350,-85167,34.35,-85.167,GA
723200,93801,20130405,42.9,8,41.5,8,1015.3,8,992.1,8,9.5,8,1,8,4.1,999.9,   43.0*,  42.1*, 0.54G,999.9,10000,34350,-85167,34.35,-85.167,GA
723230,3856,20130402,51.3,24,33.3,24,1021.3,24,998,24,10,24,7.1,24,9.9,14,69.1,42.1, 0.00G,999.9,0,34644,-86786,34.644,-86.786,AL
723230,3856,20130403,48.5,24,29.4,24,1022.1,24,998.7,24,10,24,7.2,24,15,19,57,42.1, 0.00G,999.9,10000,34644,-86786,34.644,-86.786,AL
723230,3856,20130404,46.4,24,43.5,24,1018.5,16,994.6,24,6.2,24,8.6,24,15,22,57,42.1, 0.48G,999.9,10000,34644,-86786,34.644,-86.786,AL
723230,3856,20130405,45,8,43.2,8,1016.1,5,992.6,8,7.9,8,1.4,8,5.1,999.9,   46.4*,  44.6*, 0.45G,999.9,10000,34644,-86786,34.644,-86.786,AL
723231,63883,20130402,49.6,8,26.2,8,9999.9,0,998.5,8,7,8,6.7,8,11.1,15,   55.4*,  42.8*, 0.00I,999.9,0,34683,-86683,34.683,-86.683,AL
723231,63883,20130403,49.7,6,24.8,6,9999.9,0,997.6,6,7,6,5.5,6,7,13,   55.4*,  42.8*, 0.00I,999.9,0,34683,-86683,34.683,-86.683,AL
723231,63883,20130404,44.8,8,41.5,8,9999.9,0,992.4,8,3.6,8,6,8,8,14,   46.4*,  44.6*,99.99,999.9,10000,34683,-86683,34.683,-86.683,AL
723235,13896,20130402,51.6,24,30.1,24,1022.1,24,1001.8,24,10,24,6.1,24,9.9,14,66,44.1, 0.00G,999.9,0,34744,-87600,34.744,-87.6,AL
723235,13896,20130403,48.2,24,27.4,24,1022.6,24,1002.1,24,10,24,6.5,24,11.1,15.9,53.1,43, 0.00G,999.9,10000,34744,-87600,34.744,-87.6,AL
723235,13896,20130404,47.2,24,43,24,1018.4,14,997.5,24,5.7,24,6.1,24,9.9,15.9,   48.2*,  44.1*, 0.35G,999.9,10000,34744,-87600,34.744,-87.6,AL
723235,13896,20130405,46.6,9,42.7,9,9999.9,0,996.1,9,8.6,9,2.4,9,5.1,999.9,   46.9*,  46.4*, 0.32G,999.9,0,34744,-87600,34.744,-87.6,AL
723240,13882,20130402,51.3,24,29,24,1020.9,24,995.9,24,10,24,7,24,12,999.9,69.1,41, 0.00G,999.9,0,35031,-85201,35.031,-85.201,TN
723240,13882,20130403,51.2,24,23.3,24,1022.6,24,997.5,24,10,24,8.6,24,13,14,60.1,41, 0.00G,999.9,0,35031,-85201,35.031,-85.201,TN
723240,13882,20130404,46.9,24,39.1,24,1019.9,16,994.4,24,5.4,24,4.6,24,8.9,999.9,57.9,42.1, 0.51G,999.9,10000,35031,-85201,35.031,-85.201,TN
723240,13882,20130405,45.2,9,43.5,9,1015.9,5,990.9,9,7.2,9,5.1,9,8,999.9,   46.4*,  44.1*, 0.00G,999.9,10000,35031,-85201,35.031,-85.201,TN
723249,99999,20130402,46.2,24,29.5,24,9999.9,0,9999.9,0,10,24,4.1,24,8,999.9,   59.0*,  39.2*, 0.00I,999.9,0,35550,-87183,35.55,-87.183,TN
723249,99999,20130403,45.8,24,25.8,24,9999.9,0,9999.9,0,10,24,6.6,24,14,999.9,   53.6*,  39.2*, 0.00I,999.9,0,35550,-87183,35.55,-87.183,TN
723249,99999,20130404,46.4,14,29.9,14,9999.9,0,9999.9,0,8.5,14,4.3,14,8,999.9,   51.8*,  39.2*, 0.00I,999.9,0,35550,-87183,35.55,-87.183,TN
723260,13891,20130402,47.8,24,23.8,24,1020.5,24,984.9,24,10,24,4.9,24,8.9,999.9,64,37, 0.00G,999.9,0,35818,-83986,35.818,-83.986,TN
723260,13891,20130403,47.7,24,19.7,24,1023.1,24,987.4,24,10,24,8,24,15,19,55.9,35.1, 0.00G,999.9,10000,35818,-83986,35.818,-83.986,TN
723260,13891,20130404,45.9,24,29.5,24,1020.1,19,984.3,24,7,24,6.4,24,12,999.9,55.9,35.1, 0.02G,999.9,10000,35818,-83986,35.818,-83.986,TN
723260,13891,20130405,41,8,37.9,8,1015.8,4,980.2,8,8.6,8,3.6,8,6,999.9,9999.9,9999.9, 0.00G,999.9,10000,35818,-83986,35.818,-83.986,TN
723270,13897,20130402,45.3,24,24.3,24,1023,24,1000.8,24,10,24,5.9,24,9.9,14,63,37, 0.00G,999.9,0,36119,-86689,36.119,-86.689,TN
723270,13897,20130403,45.3,24,20.3,24,1024.5,24,1002.2,24,10,24,8.6,24,14,19,55.9,34, 0.00G,999.9,0,36119,-86689,36.119,-86.689,TN
723270,13897,20130404,46.3,24,30.8,24,1019.6,24,997.5,24,9.3,24,6.2,24,12,999.9,55.9,34, 0.01G,999.9,10000,36119,-86689,36.119,-86.689,TN
723270,13897,20130405,46.3,8,44.1,8,1016.6,4,994.6,8,7.6,8,3.6,8,7,999.9,   46.9*,  46.0*, 0.11G,999.9,10000,36119,-86689,36.119,-86.689,TN
723273,13827,20130402,45.2,24,27,24,1024.6,24,1003.6,24,10,24,6.4,24,9.9,999.9,55.9,37.9, 0.00H,999.9,10000,36000,-86517,36,-86.517,TN
723273,13827,20130403,46.5,24,23.2,24,1025.8,24,1004.7,24,10,24,6.9,24,12,18.1,56.8,36, 0.00I,999.9,0,36000,-86517,36,-86.517,TN
723273,13827,20130404,46.3,24,34.4,24,1020.7,22,999.8,24,8.2,24,4.9,24,8,999.9,52.9,41.9, 0.00H,999.9,10000,36000,-86517,36,-86.517,TN
723273,13827,20130405,46.5,8,45.4,8,1018.1,8,997.2,8,8.6,8,3.9,8,7,999.9,   46.9*,  45.9*, 0.00H,999.9,10000,36000,-86517,36,-86.517,TN
723274,99999,20130402,42.6,24,36.9,24,9999.9,0,9999.9,0,10,24,2.8,24,8,999.9,   53.6*,  30.2*, 0.00I,999.9,0,36056,-85531,36.056,-85.531,TN
723274,99999,20130403,42.9,24,33.4,24,9999.9,0,9999.9,0,10,24,3.9,24,9.9,999.9,   53.6*,  28.4*, 0.00I,999.9,0,36056,-85531,36.056,-85.531,TN
723274,99999,20130404,44.9,24,39.5,24,9999.9,0,9999.9,0,9.3,24,2.3,24,8,999.9,   50.0*,  41.0*, 0.00I,999.9,0,36056,-85531,36.056,-85.531,TN
723300,3975,20130402,44.2,24,25.5,24,1024.7,24,1012.4,24,10,24,5.7,24,11.1,999.9,52,39.9, 0.00G,999.9,10000,36767,-90467,36.767,-90.467,MO
723300,3975,20130403,43.6,24,25.5,24,1025.4,24,1012.9,24,9.9,24,7.1,24,13,21,54,34, 0.01G,999.9,0,36767,-90467,36.767,-90.467,MO
723300,3975,20130404,47.9,24,27.4,24,1020,24,1007.7,24,10,24,6.5,24,8.9,999.9,57,39.9, 0.00G,999.9,0,36767,-90467,36.767,-90.467,MO
723300,3975,20130405,42.7,8,32,8,1017.9,8,1005.6,8,9.8,8,0.4,8,2.9,999.9,   51.1*,  39.0*, 0.00G,999.9,0,36767,-90467,36.767,-90.467,MO
723306,13825,20130402,56.7,24,40.2,24,1020.7,24,1012.4,24,10,24,4.7,24,9.9,999.9,68.7,45, 0.00G,999.9,0,33650,-88450,33.65,-88.45,MS
723306,13825,20130403,48.2,24,33.5,24,1021,20,1012.6,24,9.8,24,7.3,24,11.1,999.9,59.4,44.6, 0.30B,999.9,10000,33650,-88450,33.65,-88.45,MS
723306,13825,20130404,48.8,24,48.5,24,9999.9,0,1008.3,24,6.8,24,4.7,24,8.9,999.9,   53.6*,  44.6*, 0.36D,999.9,10000,33650,-88450,33.65,-88.45,MS
723306,13825,20130405,48.8,9,48.6,9,9999.9,0,1007.5,9,7.8,9,4.9,9,8,999.9,   50.0*,  47.5*, 0.06A,999.9,10000,33650,-88450,33.65,-88.45,MS
723307,53893,20130402,57.5,24,40.9,24,9999.9,0,1010.5,24,10,24,6,24,12,999.9,   68.0*,  44.6*, 0.00I,999.9,0,33450,-88583,33.45,-88.583,MS
723307,53893,20130403,47.7,24,32.9,23,9999.9,0,1010.7,23,8.4,23,9.3,23,14,18.1,   55.4*,  44.6*,99.99,999.9,10000,33450,-88583,33.45,-88.583,MS
723307,53893,20130404,48.9,22,45.3,22,9999.9,0,1006.5,22,4,22,5.7,22,9.9,999.9,   53.6*,  44.6*, 0.22A,999.9,10000,33450,-88583,33.45,-88.583,MS
723307,53893,20130405,48.7,8,45.7,8,9999.9,0,1006,8,7.6,8,6.9,8,8.9,999.9,   50.0*,  48.2*, 0.02A,999.9,0,33450,-88583,33.45,-88.583,MS
723320,93862,20130402,53.5,24,35.8,24,1021,24,1008,24,10,24,8.3,24,13,20,73.9,44.1, 0.00G,999.9,0,34262,-88771,34.262,-88.771,MS
723320,93862,20130403,46.3,24,31,24,1021.7,24,1008.5,24,9.4,24,9.7,24,12,15.9,61,44.1, 0.00G,999.9,10000,34262,-88771,34.262,-88.771,MS
723320,93862,20130404,46.6,24,44.2,24,1017.3,20,1003.9,24,6.2,24,5.9,24,8.9,999.9,   51.8*,  44.1*, 0.47G,999.9,10000,34262,-88771,34.262,-88.771,MS
723320,93862,20130405,47.2,8,45.3,8,9999.9,0,1003.2,8,7.9,8,6.1,8,8,999.9,   48.2*,  46.0*, 0.20G,999.9,10000,34262,-88771,34.262,-88.771,MS
723340,13893,20130402,50.9,24,31.6,24,1022.2,24,1010.2,24,9.9,24,10.5,24,14,17.1,70,42.1, 0.00G,999.9,10000,35056,-89987,35.056,-89.987,TN
723340,13893,20130403,44.3,24,30.4,24,1022.7,24,1010.7,24,9.7,24,9.6,24,15,21,54,41, 0.18G,999.9,10000,35056,-89987,35.056,-89.987,TN
723340,13893,20130404,46.2,24,37.6,24,1018.1,22,1006.1,24,6.2,24,7,24,9.9,999.9,   51.8*,  42.1*, 0.18G,999.9,10000,35056,-89987,35.056,-89.987,TN
723340,13893,20130405,45.8,9,43.9,9,1017.4,5,1005.3,9,5.4,9,5.1,9,8,999.9,   46.9*,  42.1*, 0.28G,999.9,110000,35056,-89987,35.056,-89.987,TN
723346,3811,20130402,46.3,24,29.8,24,1023.2,24,1007.7,24,10,24,7.2,24,11.1,999.9,57,43, 0.00G,999.9,0,35593,-88917,35.593,-88.917,TN
723346,3811,20130403,45.3,24,25.9,24,1023.7,24,1008,24,10,24,8.6,24,12,19,52,41, 0.00G,999.9,0,35593,-88917,35.593,-88.917,TN
723346,3811,20130404,45.3,24,36.5,24,1018.6,21,1003,24,7.9,24,5.9,24,8.9,999.9,52,41, 0.07G,999.9,10000,35593,-88917,35.593,-88.917,TN
723346,3811,20130405,46.1,9,44.6,9,1017.5,4,1001.7,9,6.6,9,2.8,9,5.1,999.9,   46.4*,  44.6*, 0.50G,999.9,110000,35593,-88917,35.593,-88.917,TN
723347,3809,20130402,45.2,24,25,24,9999.9,0,1011.6,24,10,24,7.5,24,11.1,15,55.4,41, 0.00G,999.9,0,36000,-89400,36,-89.4,TN
723347,3809,20130403,43.8,24,22,24,9999.9,0,1012.4,24,10,24,8.2,24,15,22,51.8,37.4, 0.00G,999.9,0,36000,-89400,36,-89.4,TN
723347,3809,20130404,45.2,24,28,24,9999.9,0,1007.4,24,9.3,24,7.3,24,11.1,15,51.8,39.2, 0.00G,999.9,0,36000,-89400,36,-89.4,TN
723347,3809,20130405,45,9,36.6,9,9999.9,0,1005.6,9,8.2,9,2.3,9,7,999.9,   46.4*,  41.0*, 0.61G,999.9,0,36000,-89400,36,-89.4,TN
723350,13877,20130402,43.7,24,22.8,24,1018.9,24,964.9,24,10,24,6.2,24,15.9,22,54,30.9, 0.00G,999.9,0,36467,-82383,36.467,-82.383,TN
723350,13877,20130403,42,24,17.4,24,1023.1,24,968.6,24,10,24,2.6,24,8.9,999.9,55,26.1, 0.00G,999.9,0,36467,-82383,36.467,-82.383,TN
723350,13877,20130404,40.3,24,26.1,24,1020.9,22,966.4,24,7.8,24,3.6,24,6,999.9,46.9,37, 0.00G,999.9,11000,36467,-82383,36.467,-82.383,TN
723350,13877,20130405,37.6,8,35.8,8,1014.9,6,960.5,8,8,8,1.7,8,4.1,999.9,   39.0*,  37.0*, 0.03A,999.9,10000,36467,-82383,36.467,-82.383,TN
723403,13963,20130402,50.2,24,39,24,1022.3,23,1012.8,24,9,24,10.5,24,15,22,64,39.9, 0.00G,999.9,10000,34727,-92239,34.727,-92.239,AR
723403,13963,20130403,42.5,24,33.1,24,1023.4,23,1013.7,24,8.1,24,11.2,24,17.1,22,46.9,39, 0.82G,999.9,10000,34727,-92239,34.727,-92.239,AR
723403,13963,20130404,45.6,24,37.7,24,1019.7,22,1009.9,24,8,24,7.1,24,11.1,999.9,48,42.1, 0.01G,999.9,10000,34727,-92239,34.727,-92.239,AR
723403,13963,20130405,42.5,8,41.3,8,1019.4,6,1009.9,8,4.3,8,2.1,8,5.1,999.9,   46.0*,  37.9*, 0.38G,999.9,100000,34727,-92239,34.727,-92.239,AR
723405,3930,20130402,49.3,24,37.3,24,1022.5,21,1010.9,24,9.8,24,9.8,24,15,19,64.8,39.2, 0.00G,999.9,10000,34917,-92150,34.917,-92.15,AR
723405,3930,20130403,42.1,24,31.6,24,1023.3,16,1011.6,24,9.8,24,10.2,24,17.1,24.1,   46.6*,  37.4*, 0.41G,999.9,10000,34917,-92150,34.917,-92.15,AR
723405,3930,20130404,45.1,24,35.5,24,1019.7,16,1007.7,24,9.6,24,4.8,24,8,999.9,47.7,41.7, 0.00G,999.9,10000,34917,-92150,34.917,-92.15,AR
723405,3930,20130405,42,8,41.2,8,1019.2,6,1007.5,8,7.1,8,1.8,8,4.1,999.9,   45.9*,  35.6*, 0.00I,999.9,100000,34917,-92150,34.917,-92.15,AR
