STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,LAT,LNG,LATFORMAT,LNGFORMAT,STATE
701995,26628,20130402,8.7,24,-3,19,9999.9,0,1020.3,24,10,24,5.2,24,9.9,999.9,21.2,1.4, 0.00I,999.9,0,64540,-163040,64.54,-163.04,AK
701995,26628,20130403,25,24,14.7,24,9999.9,0,1021,24,9.7,24,11.3,24,25.1,28,30.2,19.4, 0.00I,999.9,0,64540,-163040,64.54,-163.04,AK
701995,26628,20130404,25.4,24,10.8,24,9999.9,0,1024.8,24,10,24,16.8,24,26,31.1,30.2,21.2, 0.00I,999.9,0,64540,-163040,64.54,-163.04,AK
701995,26628,20130405,25.4,9,7.4,9,9999.9,0,1020.5,9,10,9,11.6,9,24.1,38.1,   26.6*,  23.0*, 0.00I,999.9,0,64540,-163040,64.54,-163.04,AK
702000,26617,20130402,9.7,24,6.1,24,1020.8,21,1020,24,10,24,2.1,24,8.9,999.9,26.1,-6, 0.00G,24,0,64511,-165440,64.511,-165.44,AK
702000,26617,20130403,24.5,24,16.3,24,1021.4,24,1020.6,24,10,24,8.2,24,17.1,20,   28.9*,  16.0*, 0.00G,22.8,0,64511,-165440,64.511,-165.44,AK
702000,26617,20130404,26.1,24,16.2,24,1025.1,23,1024.4,24,9.4,24,12.4,24,15.9,20,32,16, 0.00G,22,1000,64511,-165440,64.511,-165.44,AK
702000,26617,20130405,24.5,8,9.6,8,1021.3,8,1020.5,8,10,8,8.3,8,12,999.9,   30.0*,  19.9*, 0.00I,999.9,0,64511,-165440,64.511,-165.44,AK
702004,99999,20130402,20.1,24,11.5,24,1021.4,24,9999.9,0,9.6,24,4.8,24,8.9,999.9,   35.6*,  10.4*, 0.00A,999.9,0,64688,-163413,64.688,-163.413,AK
702004,99999,20130403,26.7,24,17.4,24,1022.6,23,9999.9,0,9.8,24,5.4,24,9.9,999.9,35.1,18, 0.00A,999.9,0,64688,-163413,64.688,-163.413,AK
702004,99999,20130404,25.7,24,13.4,24,1026.8,22,9999.9,0,9.5,24,7.4,24,11.1,19,32,19, 0.00H,999.9,1000,64688,-163413,64.688,-163.413,AK
702005,26647,20130402,23.9,24,19,24,9999.9,0,1008.3,24,10,24,2.2,24,7,999.9,30.2,15.8, 0.00I,999.9,0,62050,-163300,62.05,-163.3,AK
702005,26647,20130403,27.1,24,19.8,24,9999.9,0,1006.1,24,10,24,8.4,24,14,19,35.6,21.2, 0.00I,999.9,0,62050,-163300,62.05,-163.3,AK
702005,26647,20130404,28.3,24,18.1,24,9999.9,0,1008.5,24,10,24,16,24,24.1,32.1,   35.6*,  21.2*, 0.00I,999.9,0,62050,-163300,62.05,-163.3,AK
702005,26647,20130405,25.6,9,11.2,9,9999.9,0,1003.8,9,10,9,11.9,9,17.1,22,   28.4*,  19.4*, 0.00I,999.9,0,62050,-163300,62.05,-163.3,AK
702006,26502,20130402,22,24,13.8,24,1022.3,24,1014.5,24,10,24,1.9,24,8,999.9,35.1,5, 0.00G,999.9,0,64316,-158730,64.316,-158.73,AK
702006,26502,20130403,26.2,24,12.6,24,1024.8,24,1017,24,10,24,10.8,24,17.1,24.1,36,19.9, 0.00G,999.9,0,64316,-158730,64.316,-158.73,AK
702006,26502,20130404,23,24,4.4,24,1029.2,24,1021.4,24,10,24,13.3,24,18.1,24.1,30,17.1, 0.00G,999.9,0,64316,-158730,64.316,-158.73,AK
702006,26502,20130405,25.2,8,4.7,8,1021.5,8,1013.8,8,10,8,13.1,8,15,22.9,   27.0*,  21.9*, 0.00I,999.9,0,64316,-158730,64.316,-158.73,AK
702035,26704,20130402,16.9,24,14.7,24,9999.9,0,1017.3,24,7.2,24,14.1,24,21,999.9,24.8,12.2, 0.00I,999.9,0,63683,-170483,63.683,-170.483,AK
702035,26704,20130403,17.1,24,14.4,24,9999.9,0,1021,24,9.6,24,6.2,24,12,999.9,23,10.4, 0.00I,999.9,0,63683,-170483,63.683,-170.483,AK
702035,26704,20130404,21.1,24,18.5,24,9999.9,0,1023.9,24,8.3,24,9.2,24,15,999.9,23,17.6, 0.00I,999.9,0,63683,-170483,63.683,-170.483,AK
702035,26704,20130405,17.4,9,14.2,9,9999.9,0,1022.6,9,10,9,7.6,9,11.1,999.9,   21.2*,  12.2*, 0.00I,999.9,0,63683,-170483,63.683,-170.483,AK
702040,26703,20130402,19.2,24,16.7,24,9999.9,0,1016.5,24,6.8,24,17.9,24,27,999.9,24.8,15.8, 0.00I,999.9,0,63767,-171733,63.767,-171.733,AK
702040,26703,20130403,19,24,16,24,9999.9,0,1020.7,24,9.1,24,17.7,24,22.9,999.9,23,12.2, 0.00I,999.9,0,63767,-171733,63.767,-171.733,AK
702040,26703,20130404,21,24,17.4,24,9999.9,0,1023.4,24,8,24,21.3,24,27,999.9,   24.8*,  17.6*, 0.00I,999.9,0,63767,-171733,63.767,-171.733,AK
702040,26703,20130405,19,9,14.2,9,9999.9,0,1022.5,9,8.7,9,22.8,9,24.1,28,   19.4*,  17.6*, 0.00I,999.9,0,63767,-171733,63.767,-171.733,AK
702070,26627,20130402,20.2,24,15.1,24,9999.9,0,1019.6,24,10,24,6.9,24,14,999.9,35.6,12.2, 0.00I,999.9,0,63883,-160800,63.883,-160.8,AK
702070,26627,20130403,29.5,24,16.7,24,9999.9,0,1019.8,24,10,24,15.1,24,28,32.1,37.4,21.2, 0.00I,999.9,0,63883,-160800,63.883,-160.8,AK
702070,26627,20130404,24.9,24,7.8,24,9999.9,0,1023.3,24,10,24,24.4,24,31.1,36.9,30.2,17.6, 0.00I,999.9,0,63883,-160800,63.883,-160.8,AK
702070,26627,20130405,26.6,9,3.4,9,9999.9,0,1017.9,9,10,9,13.2,9,21,26,   28.4*,  21.2*, 0.00I,999.9,0,63883,-160800,63.883,-160.8,AK
702075,26644,20130402,28.6,24,20.5,24,9999.9,0,1015.9,24,10,24,4.9,24,9.9,999.9,33.8,21.2, 0.00I,999.9,0,62650,-160183,62.65,-160.183,AK
702075,26644,20130403,29.6,24,19.7,24,9999.9,0,1015.1,24,9,24,8.8,24,15.9,22.9,35.6,23, 0.00I,999.9,0,62650,-160183,62.65,-160.183,AK
702075,26644,20130404,25.2,24,10.5,24,9999.9,0,1018.7,24,9.7,24,13.4,24,19,24.1,33.8,15.8, 0.00I,999.9,0,62650,-160183,62.65,-160.183,AK
702075,26644,20130405,26.6,9,4.4,9,9999.9,0,1012.2,9,10,9,13.4,9,15.9,21,   28.4*,  23.0*, 0.00I,999.9,0,62650,-160183,62.65,-160.183,AK
702084,26650,20130402,20.3,8,17.8,8,9999.9,0,1019.2,8,8.8,8,2.5,8,8,999.9,   26.6*,  10.4*, 0.00I,999.9,0,62783,-164483,62.783,-164.483,AK
702084,26650,20130403,24.8,6,18.5,6,9999.9,0,1018.3,6,10,6,10.5,6,13,999.9,   30.2*,  19.4*, 0.00I,999.9,0,62783,-164483,62.783,-164.483,AK
702084,26650,20130404,26.1,24,18.3,24,9999.9,0,1020.9,24,10,24,10.5,24,20,999.9,33.8,17.6, 0.00I,999.9,0,62783,-164483,62.783,-164.483,AK
702084,26650,20130405,22,9,12,9,9999.9,0,1016.8,9,10,9,14.8,9,21,26,   26.6*,  15.8*, 0.00I,999.9,0,62783,-164483,62.783,-164.483,AK
702120,26646,20130402,29.2,21,26,21,1017.8,21,999.6,8,9.2,21,8.2,21,18.1,999.9,32.2,11.5,99.99,999.9,11000,61783,-166033,61.783,-166.033,AK
702120,26646,20130403,29.3,24,22.2,24,1016.2,24,998.3,6,10,24,13.1,24,21,23.9,   33.8*,  24.8*,99.99,999.9,11000,61783,-166033,61.783,-166.033,AK
702120,26646,20130404,33,24,24,24,1018.3,24,999.9,4,10,24,15.4,24,22,28,   35.6*,  26.6*,99.99,999.9,11000,61783,-166033,61.783,-166.033,AK
702185,26622,20130402,28.8,24,26.2,24,9999.9,0,1015.1,24,6.6,24,10.8,24,19,999.9,30.2,26.6, 0.00I,999.9,0,60367,-166267,60.367,-166.267,AK
702185,26622,20130403,27.7,24,22.9,24,9999.9,0,1012.4,24,10,24,11.2,24,18.1,999.9,32,24.8, 0.00I,999.9,0,60367,-166267,60.367,-166.267,AK
702185,26622,20130404,30.4,24,25.7,24,9999.9,0,1014.1,24,10,24,9,24,15.9,20,   33.8*,  26.6*, 0.00I,999.9,0,60367,-166267,60.367,-166.267,AK
702185,26622,20130405,25,9,18,9,9999.9,0,1011.3,9,10,9,12,9,15.9,18.1,   26.6*,  21.2*, 0.00I,999.9,0,60367,-166267,60.367,-166.267,AK
702186,26651,20130402,23.3,24,20.5,24,9999.9,0,1017.8,24,9.8,24,999.9,0,999.9,999.9,28.4,17.6, 0.00I,999.9,0,61517,-166133,61.517,-166.133,AK
702186,26651,20130403,21.3,24,17.8,24,9999.9,0,1016,24,9.9,24,999.9,0,999.9,999.9,28.4,8.6, 0.00I,999.9,0,61517,-166133,61.517,-166.133,AK
702186,26651,20130404,25.6,24,20.9,24,9999.9,0,1018.1,24,9.9,24,999.9,0,999.9,999.9,30.2,19.4, 0.00I,999.9,0,61517,-166133,61.517,-166.133,AK
702186,26651,20130405,23,9,17.4,9,9999.9,0,1014.6,9,9.2,9,999.9,0,999.9,999.9,   26.6*,  19.4*, 0.00I,999.9,0,61517,-166133,61.517,-166.133,AK
702190,26615,20130402,21,24,18,24,1019.2,22,1013.6,24,7.9,24,3.3,24,8.9,999.9,30.9,12, 0.00G,3.9,100000,60785,-161829,60.785,-161.829,AK
702190,26615,20130403,28,24,21.1,24,1016.6,24,1010.8,24,10,24,4.8,24,13,999.9,39,14, 0.00G,3.9,0,60785,-161829,60.785,-161.829,AK
702190,26615,20130404,29,24,21.7,24,1017.5,24,1011.8,24,10,24,11.1,24,19,999.9,39.9,19, 0.00G,3.9,0,60785,-161829,60.785,-161.829,AK
702190,26615,20130405,22.4,8,15.4,8,1011.4,8,1005.6,8,10,8,17.3,8,19,999.9,   26.1*,  18.0*, 0.00I,999.9,0,60785,-161829,60.785,-161.829,AK
702220,26501,20130402,21.2,24,13.5,24,1022.1,24,1015.9,24,10,24,2,24,7,999.9,35.1,3.9, 0.00I,999.9,0,64733,-156933,64.733,-156.933,AK
702220,26501,20130403,23.7,24,12.1,24,1025.5,24,1019.3,24,10,24,6.7,24,17.1,24.1,35.1,10, 0.00I,999.9,0,64733,-156933,64.733,-156.933,AK
702220,26501,20130404,19.5,24,4.6,24,1029.8,24,1023.6,24,10,24,7.2,24,13,18.1,32,6.1, 0.00I,999.9,0,64733,-156933,64.733,-156.933,AK
702220,26501,20130405,24.9,8,5.1,8,1021.6,8,1015.4,8,10,8,8.8,8,13,19,   28.9*,  18.0*, 0.00I,999.9,0,64733,-156933,64.733,-156.933,AK
702223,26602,20130402,22.6,24,11.2,24,9999.9,0,1014.4,24,10,24,3.4,24,6,999.9,33.8,15.8, 0.00I,999.9,0,64933,-161167,64.933,-161.167,AK
702223,26602,20130403,25.4,24,10.8,24,9999.9,0,1016.2,24,10,24,8,24,13,19,37.4,15.8, 0.00I,999.9,0,64933,-161167,64.933,-161.167,AK
702223,26602,20130404,23.1,24,4.5,24,9999.9,0,1020.7,24,10,24,10.2,24,15,20,32,15.8, 0.00I,999.9,0,64933,-161167,64.933,-161.167,AK
702223,26602,20130405,24.8,9,4.8,9,9999.9,0,1015.1,9,10,9,8.9,9,11.1,17.1,   28.4*,  19.4*, 0.00I,999.9,0,64933,-161167,64.933,-161.167,AK
702310,26510,20130402,24.1,24,16.9,24,1020,24,1006.9,24,9.8,24,1.8,24,7,999.9,39,6.1, 0.01G,26,1000,62957,-155610,62.957,-155.61,AK
702310,26510,20130403,27.6,24,13,24,1022.2,24,1009.1,24,10,24,2.9,24,6,999.9,37.9,14, 0.00G,26,0,62957,-155610,62.957,-155.61,AK
702310,26510,20130404,23.7,24,6.9,24,1024.5,24,1011.4,24,10,24,5.2,24,12,19,37,3.9, 0.00G,26,0,62957,-155610,62.957,-155.61,AK
702310,26510,20130405,28,8,2.4,8,1015.8,8,1002.7,8,10,8,8.3,8,11.1,17.1,   33.1*,  19.9*, 0.00I,999.9,0,62957,-155610,62.957,-155.61,AK
702315,26536,20130402,26.2,14,22.9,14,1021,14,9999.9,0,10,14,3.8,14,8.9,13,   33.8*,  19.4*, 0.00I,999.9,0,62883,-155967,62.883,-155.967,AK
702315,26536,20130404,24.7,21,7.9,21,1025.7,21,9999.9,0,10,21,7,21,11.1,18.1,   33.8*,  14.0*, 0.00I,999.9,0,62883,-155967,62.883,-155.967,AK
702320,26516,20130402,31.7,24,20.1,24,9999.9,0,1016.2,24,10,24,3.5,24,12,17.1,37.4,21.2, 0.00I,999.9,0,61583,-159533,61.583,-159.533,AK
702320,26516,20130403,32.1,24,20.3,24,9999.9,0,1014.8,24,10,24,6.8,24,14,17.1,39.2,21.2, 0.00I,999.9,0,61583,-159533,61.583,-159.533,AK
702320,26516,20130404,32.2,24,18,24,9999.9,0,1017.1,24,10,24,7,24,12,17.1,39.2,24.8, 0.00I,999.9,0,61583,-159533,61.583,-159.533,AK
702320,26516,20130405,29,9,12,9,9999.9,0,1010.4,9,10,9,7.4,9,8.9,999.9,   30.2*,  24.8*, 0.00I,999.9,0,61583,-159533,61.583,-159.533,AK
702325,26443,20130402,31,24,16.7,24,9999.9,0,1003.7,24,10,24,2.5,24,7,999.9,39.2,15.8, 0.00I,999.9,0,61572,-149540,61.572,-149.54,AK
702325,26443,20130403,34.9,24,15.1,24,9999.9,0,1008.5,24,10,24,3.3,24,8,999.9,44.6,28.4, 0.00I,999.9,0,61572,-149540,61.572,-149.54,AK
702325,26443,20130404,35.5,24,11,24,9999.9,0,1007.3,24,10,24,9.5,24,19,27,44.6,30.2, 0.00I,999.9,0,61572,-149540,61.572,-149.54,AK
702325,26443,20130405,33.6,9,1.2,9,9999.9,0,997.7,9,10,9,15.1,9,19,27,   37.4*,  28.4*, 0.00I,999.9,0,61572,-149540,61.572,-149.54,AK
702350,26534,20130402,27.3,21,19.4,21,1019.5,21,9999.9,0,10,21,3.8,21,9.9,14,   33.8*,  23.0*,99.99,999.9,11000,61100,-155567,61.1,-155.567,AK
702350,26534,20130403,30.7,24,17.3,24,1020.4,24,9999.9,0,10,24,4.8,24,9.9,15,   35.6*,  24.8*,99.99,999.9,10000,61100,-155567,61.1,-155.567,AK
702350,26534,20130404,30.3,24,16.2,24,1020.3,24,9999.9,0,10,24,3.9,24,8.9,999.9,   37.4*,  23.0*, 0.00I,999.9,0,61100,-155567,61.1,-155.567,AK
702460,26512,20130402,28.3,24,16.4,24,9999.9,0,993,24,9.8,24,1.3,24,5.1,999.9,35.6,15.8, 0.00I,999.9,0,63900,-152267,63.9,-152.267,AK
702460,26512,20130403,22,24,9.7,24,9999.9,0,996.7,24,10,24,2.8,24,7,999.9,32,8.6, 0.00I,999.9,0,63900,-152267,63.9,-152.267,AK
702460,26512,20130404,21.7,24,1.7,24,9999.9,0,999.3,24,10,24,4.1,24,8,14,28.4,15.8, 0.00I,999.9,0,63900,-152267,63.9,-152.267,AK
702460,26512,20130405,25.2,9,1.4,9,9999.9,0,990.9,9,10,9,4.2,9,5.1,999.9,   28.4*,  19.4*, 0.00I,999.9,0,63900,-152267,63.9,-152.267,AK
702490,26526,20130402,19.7,6,18.5,6,9999.9,0,9999.9,0,25,6,5.2,6,7,999.9,   33.8*,   3.2*, 0.00G,28,0,62100,-152750,62.1,-152.75,AK
702490,26526,20130403,27.6,7,26.1,7,9999.9,0,9999.9,0,16.4,7,1.9,7,7,999.9,   37.4*,  15.8*, 0.00G,28,1000,62100,-152750,62.1,-152.75,AK
702490,26526,20130404,18.7,5,16.5,5,9999.9,0,9999.9,0,25,5,4.3,5,5.1,999.9,   33.8*,   1.4*, 0.00I,999.9,0,62100,-152750,62.1,-152.75,AK
702510,26528,20130402,27.6,24,13.3,24,1017.5,24,1003.8,24,9.8,24,2.5,24,7,14,43,9, 0.00G,999.9,0,62320,-150095,62.32,-150.095,AK
702510,26528,20130403,33.6,24,17.1,24,1022.6,24,1008.9,24,10,24,1.4,24,6,999.9,42.1,14, 0.00G,999.9,1000,62320,-150095,62.32,-150.095,AK
702510,26528,20130404,30.9,24,13.3,24,1021.5,24,1007.8,24,10,24,3.5,24,8,15,43,17.1, 0.00G,999.9,0,62320,-150095,62.32,-150.095,AK
702510,26528,20130405,32.4,8,2.5,8,1010.8,8,997.2,8,10,8,6.4,8,9.9,14,   39.0*,  26.1*, 0.00I,999.9,0,62320,-150095,62.32,-150.095,AK
702590,26523,20130402,29.2,24,22.2,24,1018,23,1014.5,24,9.1,24,2.5,24,8,999.9,   37.9*,  15.8*, 0.00G,999.9,100000,60580,-151239,60.58,-151.239,AK
702590,26523,20130403,31.2,24,22.4,24,1021.9,24,1018.4,24,10,24,3.7,24,9.9,999.9,39.9,21, 0.00G,999.9,0,60580,-151239,60.58,-151.239,AK
702590,26523,20130404,31,24,21.3,24,1020.3,24,1016.7,24,10,24,9,24,15,20,39,21, 0.00G,999.9,0,60580,-151239,60.58,-151.239,AK
702590,26523,20130405,31.4,8,17.3,8,1010.3,8,1006.8,8,10,8,8.4,8,15.9,999.9,   37.9*,  23.0*, 0.00I,999.9,0,60580,-151239,60.58,-151.239,AK
702595,26559,20130402,30.3,24,21.3,24,9999.9,0,1012.9,24,10,24,2.7,24,11.1,999.9,39.2,17.6, 0.00I,999.9,0,60467,-151033,60.467,-151.033,AK
702595,26559,20130403,34.2,24,21.2,24,9999.9,0,1016.8,24,10,24,1.8,24,9.9,999.9,42.8,26.6, 0.00I,999.9,0,60467,-151033,60.467,-151.033,AK
702595,26559,20130404,32.2,24,19.9,24,9999.9,0,1015.9,24,10,24,3.7,24,9.9,15,42.8,17.6, 0.00I,999.9,0,60467,-151033,60.467,-151.033,AK
702595,26559,20130405,34.8,9,13.2,9,9999.9,0,1006,9,10,9,4.4,9,11.1,17.1,   39.2*,  24.8*, 0.00I,999.9,0,60467,-151033,60.467,-151.033,AK
702600,26435,20130402,23.6,24,13.4,24,1020.1,24,1006.1,24,10,24,3.4,24,8.9,999.9,50,3.9, 0.01G,999.9,0,64550,-149083,64.55,-149.083,AK
702600,26435,20130403,19.8,24,5.2,24,1025.2,24,1010.7,24,10,24,4.8,24,8.9,999.9,30,12.9, 0.00G,999.9,0,64550,-149083,64.55,-149.083,AK
702600,26435,20130404,21.8,24,-2.8,24,1028.7,24,1014.3,24,10,24,11.6,24,18.1,22.9,32,14, 0.00G,999.9,0,64550,-149083,64.55,-149.083,AK
702600,26435,20130405,24.7,8,-3.9,8,1019.7,8,1005.3,8,10,8,9.7,8,12,20,   28.9*,  18.0*, 0.00I,999.9,0,64550,-149083,64.55,-149.083,AK
702606,96401,20130402,22.1,4,13.5,4,9999.9,0,966.2,4,40,4,3.5,4,14,999.9,   35.6*,  12.2*, 0.00I,999.9,0,62883,-149833,62.883,-149.833,AK
702606,96401,20130403,30.5,7,15.8,7,9999.9,0,971.5,7,22.9,7,0,7,999.9,999.9,   39.2*,  21.2*, 0.00I,999.9,0,62883,-149833,62.883,-149.833,AK
702606,96401,20130404,26.9,6,13.1,6,9999.9,0,968.8,6,40,6,5.8,6,9.9,999.9,   37.4*,  12.2*, 0.00I,999.9,0,62883,-149833,62.883,-149.833,AK
702607,25378,20130402,36.5,24,32.8,24,1018.9,23,1019.1,24,10,24,3.7,24,11.1,14,43.9,29.1, 0.07G,999.9,11000,58120,-135417,58.12,-135.417,AK
702607,25378,20130403,36,24,32.4,24,1025,24,1024.9,24,10,24,2.2,24,7,999.9,43.9,28, 0.00G,999.9,0,58120,-135417,58.12,-135.417,AK
702607,25378,20130404,32.4,21,26.3,21,1018.8,21,1018.7,21,10,21,2.8,21,12,15.9,43,23, 0.00I,999.9,0,58120,-135417,58.12,-135.417,AK
702610,26411,20130402,25.8,24,14,24,1020.1,24,1002.5,24,10,24,5.4,24,12,999.9,39.9,12, 0.00G,20.9,0,64804,-147876,64.804,-147.876,AK
702610,26411,20130403,25.9,24,9.9,24,1024.9,24,1007.3,24,10,24,6.6,24,12,999.9,36,15.1, 0.00G,20.9,0,64804,-147876,64.804,-147.876,AK
702610,26411,20130404,17.7,24,-1.5,24,1030.5,24,1012.7,24,10,24,9.3,24,15.9,999.9,32,1, 0.00G,20.9,0,64804,-147876,64.804,-147.876,AK
702610,26411,20130405,21,8,-0.1,8,1021.1,8,1003.4,8,10,8,13.4,8,18.1,999.9,   28.9*,  12.0*, 0.00I,999.9,0,64804,-147876,64.804,-147.876,AK
702615,26498,20130402,20.4,24,10.7,24,1020.3,23,1002.9,24,10,24,3.7,24,9.9,999.9,   37.4*,   1.9*, 0.00I,18.9,0,64833,-147617,64.833,-147.617,AK
702615,26498,20130403,25,24,9.2,24,1025.3,23,1007.8,24,10,24,6.2,24,11.1,17.1,   32.0*,  15.8*, 0.00I,18.9,0,64833,-147617,64.833,-147.617,AK
702615,26498,20130404,18.5,24,-3.4,23,1030.2,22,1012.5,24,10,24,8.8,24,15,21,   30.2*,   5.0*, 0.00I,18.9,0,64833,-147617,64.833,-147.617,AK
702615,26498,20130405,21.1,8,-2.2,8,1021,8,1003.4,8,10,8,12.2,8,17.1,21,   28.4*,  14.0*, 0.00I,18.9,0,64833,-147617,64.833,-147.617,AK
702625,99999,20130402,25.7,24,16.7,24,1020.1,24,9999.9,0,10,24,3.6,24,9.9,999.9,37.9,13.1, 0.00H,999.9,10000,63017,-154367,63.017,-154.367,AK
702625,99999,20130403,25.5,24,11.1,24,1022.6,24,9999.9,0,10,24,9.3,23,15,999.9,   35.6*,  15.8*, 0.00A,999.9,0,63017,-154367,63.017,-154.367,AK
702625,99999,20130404,21.9,24,3.2,24,1024.9,24,9999.9,0,10,24,11.1,23,19,25.1,32,12, 0.00H,999.9,1000,63017,-154367,63.017,-154.367,AK
702627,26561,20130402,27.8,24,15.3,24,1021.3,24,996.3,24,10,24,5.2,24,8.9,999.9,36,21, 0.00I,999.9,0,64727,-155470,64.727,-155.47,AK
702627,26561,20130403,23.1,24,7.9,24,1025,24,999.7,24,10,24,12.7,24,20,26,34,14, 0.00I,999.9,0,64727,-155470,64.727,-155.47,AK
702627,26561,20130404,21.2,24,-1.4,24,1028.7,24,1003.3,24,10,24,14.9,24,22.9,29.9,29.1,13.1, 0.00I,999.9,0,64727,-155470,64.727,-155.47,AK
702627,26561,20130405,24.3,8,-0.7,8,1020.4,8,995.3,8,10,8,13.1,8,17.1,25.1,   28.0*,  19.0*, 0.00I,999.9,0,64727,-155470,64.727,-155.47,AK
702628,99999,20130402,27.4,24,20,24,1019.5,24,9999.9,0,10,24,5.6,24,11.1,999.9,   39.2*,  12.2*, 0.00A,999.9,0,61867,-162033,61.867,-162.033,AK
702628,99999,20130403,30.3,24,20.1,24,1017.1,24,9999.9,0,10,24,11.6,24,21,999.9,   37.4*,  21.2*, 0.00I,999.9,0,61867,-162033,61.867,-162.033,AK
702628,99999,20130404,29.4,24,19,24,1019.6,24,9999.9,0,10,24,16.1,24,27,999.9,   39.2*,  19.4*, 0.00I,999.9,0,61867,-162033,61.867,-162.033,AK
702645,46403,20130402,22.7,24,16.3,24,9999.9,0,954.8,24,9.8,24,2.3,24,8,999.9,35.6,6.8, 0.00I,999.9,0,63733,-148917,63.733,-148.917,AK
702645,46403,20130403,21.6,24,11.3,24,9999.9,0,957.9,24,10,24,2.9,24,15,20,33.8,6.8, 0.00I,999.9,0,63733,-148917,63.733,-148.917,AK
702645,46403,20130404,16.5,24,6.1,24,9999.9,0,960.1,24,10,24,5.5,24,12,17.1,33.8,-5.8, 0.00I,999.9,0,63733,-148917,63.733,-148.917,AK
702645,46403,20130405,20.8,9,0.2,9,9999.9,0,951.5,9,10,9,7.6,9,12,20,   26.6*,   6.8*, 0.00I,999.9,0,63733,-148917,63.733,-148.917,AK
702650,26407,20130402,20.3,23,10.5,23,1019.8,23,998.8,22,10,23,3.1,23,9.9,999.9,36.7,-1.5, 0.00I,999.9,0,64650,-147067,64.65,-147.067,AK
702650,26407,20130403,25.7,24,10.5,24,1024.5,24,1003.5,24,10,24,6.4,24,17.1,999.9,35.2,11.5, 0.00I,999.9,0,64650,-147067,64.65,-147.067,AK
702650,26407,20130404,21,24,-3.9,24,1029.4,24,1008.2,24,10,24,9.4,24,17.1,999.9,30.7,13.1, 0.00I,999.9,0,64650,-147067,64.65,-147.067,AK
702650,26407,20130405,23,8,-3.3,8,1020.2,8,999.1,8,10,8,9.8,8,15,999.9,   30.0*,  16.3*, 0.00I,999.9,0,64650,-147067,64.65,-147.067,AK
702670,26415,20130402,25.5,24,20.3,24,1020.7,20,971.7,24,9.7,24,4.1,24,8.9,999.9,34,17.1, 0.01G,999.9,1000,63994,-145721,63.994,-145.721,AK
702670,26415,20130403,24.1,24,10.6,24,1025.1,24,976,24,10,24,2.4,24,11.1,999.9,36,8.1, 0.00G,999.9,0,63994,-145721,63.994,-145.721,AK
702670,26415,20130404,18.8,24,-2.1,24,1030.3,24,980.5,24,10,24,13,24,19,26,36,9, 0.00G,999.9,0,63994,-145721,63.994,-145.721,AK
702670,26415,20130405,17.7,8,-8.2,8,1021.8,8,972,8,10,8,11.1,8,15,999.9,   21.9*,  12.0*, 0.00I,999.9,0,63994,-145721,63.994,-145.721,AK
702685,27518,20130402,-5.1,24,-9.5,24,1035.5,19,1031.4,24,6.3,24,16.3,24,21,999.9,0.1,-13.9, 0.00D,999.9,1000,58967,-159050,58.967,-159.05,AK
702685,27518,20130403,-16.3,24,-21.6,24,1042.8,23,1038.5,24,9.8,24,10.5,24,15.9,999.9,-6.9,-24, 0.00H,999.9,1000,58967,-159050,58.967,-159.05,AK
702685,27518,20130404,-14.8,24,-19.9,24,1045.8,20,1041.4,24,9,24,10.2,24,13,999.9,-8,-20.9, 0.00D,999.9,1000,58967,-159050,58.967,-159.05,AK
702685,27518,20130405,-9.8,8,-14.3,8,1042.5,8,1038,8,9.6,8,10.1,8,11.1,999.9,   -8.0*, -13.9*, 0.00A,999.9,0,58967,-159050,58.967,-159.05,AK
702686,99999,20130402,27.7,24,24.8,24,1018.2,20,9999.9,0,8.8,24,6.7,24,12,999.9,   30.2*,  24.8*, 0.00H,999.9,1000,60900,-161233,60.9,-161.233,AK
702686,99999,20130403,27.4,24,22.7,24,1014.6,22,9999.9,0,9.8,24,10.8,24,14,999.9,   33.8*,  19.4*, 0.00I,999.9,0,60900,-161233,60.9,-161.233,AK
702686,99999,20130404,28.6,24,24.7,24,1015.6,24,9999.9,0,10,24,11,24,13,999.9,   33.8*,  21.2*, 0.00I,999.9,0,60900,-161233,60.9,-161.233,AK
702697,99999,20130402,25.7,24,22.6,24,1016.6,17,9999.9,0,7.7,24,4.8,24,9.9,999.9,36.9,17.1, 0.00I,999.9,100000,59450,-157333,59.45,-157.333,AK
702697,99999,20130403,33,24,28.3,24,1015.8,21,9999.9,0,9.7,24,7.9,24,19,22.9,   37.4*,  30.2*, 0.00I,999.9,0,59450,-157333,59.45,-157.333,AK
702697,99999,20130404,33.4,24,26.2,24,1014.9,24,9999.9,0,10,24,13.4,24,19,26,   37.4*,  28.4*, 0.00I,999.9,0,59450,-157333,59.45,-157.333,AK
702710,26425,20130402,23.8,24,10,24,1017.4,24,957.5,24,10,24,5.4,24,12,20,39.9,3, 0.00G,7.1,0,62159,-145459,62.159,-145.459,AK
702710,26425,20130403,24.7,24,11,24,1023.7,24,963.4,24,10,24,2.9,24,7,999.9,39,7, 0.00G,5.9,0,62159,-145459,62.159,-145.459,AK
